Application mode,Course,Daytime/evening attendance	,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Tuition fees up to date,Gender,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP
1,9670,1,123.0,19,1,9,3,117.8,1,0,18,6,6,6,13.833333333333334,6,11,6,14.555555555555555,10.8,1.4,1.74
17,9853,1,118.0,37,37,9,9,112.1,1,0,23,6,11,4,11.25,6,10,5,10.2,7.6,2.6,0.32
17,9500,1,152.0,19,19,4,9,132.5,1,1,21,8,8,7,14.54,8,8,7,14.54,10.8,1.4,1.74
17,9147,1,131.0,37,38,5,5,128.9,1,0,18,5,7,5,11.6,5,11,5,11.4,16.2,0.3,-0.92
1,9254,1,160.0,19,38,9,9,140.8,1,1,23,6,8,6,12.666666666666666,6,10,5,12.2,7.6,2.6,0.32
1,9853,1,153.0,1,19,9,4,139.7,1,0,19,7,7,7,13.428571428571429,7,7,7,14.857142857142858,11.1,0.6,2.02
17,9147,1,131.0,19,38,3,10,119.8,1,0,19,5,8,5,12.6,5,9,4,11.6,8.9,1.4,3.51
39,8014,0,133.1,37,37,5,4,134.5,1,0,45,6,8,5,13.6,6,7,5,13.0,15.5,2.8,-4.06
1,9147,1,143.0,1,1,5,7,133.2,1,0,18,5,11,4,14.25,5,7,4,12.5,12.7,3.7,-1.7
39,9003,1,168.0,1,41,9,3,153.9,0,1,34,6,7,0,0.0,6,0,0,0.0,12.4,0.5,1.79
51,9991,0,134.0,1,1,5,3,120.6,1,1,27,6,6,6,12.333333333333334,5,5,5,13.0,11.1,0.6,2.02
39,9500,1,120.0,3,3,2,2,149.0,0,1,36,6,15,2,11.5,7,9,0,0.0,15.5,2.8,-4.06
17,9238,1,145.0,1,40,9,2,129.6,1,0,19,6,7,6,11.333333333333334,6,7,6,12.428571428571429,11.1,0.6,2.02
1,9147,1,143.0,1,37,9,9,135.0,1,0,21,5,8,4,11.0,5,8,5,12.0,7.6,2.6,0.32
1,9147,1,140.0,19,19,9,9,124.3,1,0,18,5,8,4,10.75,5,5,5,13.0,12.4,0.5,1.79
1,9500,1,141.0,38,19,7,7,132.5,0,0,19,7,0,0,0.0,8,0,0,0.0,12.7,3.7,-1.7
39,9991,0,120.0,1,1,5,5,96.0,0,1,38,5,5,0,0.0,5,5,0,0.0,8.9,1.4,3.51
39,9003,1,133.1,19,19,9,4,100.7,1,0,39,6,15,2,13.0,6,13,3,13.0,15.5,2.8,-4.06
39,8014,0,133.1,37,37,9,5,135.5,1,0,58,6,6,0,0.0,6,6,0,0.0,11.1,0.6,2.02
44,9003,1,130.0,1,3,9,6,130.0,1,1,21,6,15,6,11.714285714285714,6,8,4,11.75,13.9,-0.3,0.79
18,9500,1,144.0,37,37,6,6,127.5,1,0,19,8,8,7,13.542857142857144,8,8,7,13.542857142857144,12.7,3.7,-1.7
17,9254,1,120.0,19,19,4,4,125.5,1,1,18,5,6,5,12.0,5,8,3,11.333333333333334,12.7,3.7,-1.7
1,9238,1,141.0,19,1,7,3,128.8,1,1,18,6,10,5,11.6,6,6,6,11.166666666666666,10.8,1.4,1.74
18,9500,1,146.0,19,3,4,9,127.0,1,1,19,8,8,7,13.614285714285714,8,8,7,13.614285714285714,12.7,3.7,-1.7
1,171,1,122.0,1,1,9,8,120.3,1,0,21,0,0,0,0.0,0,0,0,0.0,11.1,0.6,2.02
1,9773,1,140.0,1,1,4,3,131.6,1,1,18,6,6,6,12.666666666666666,6,6,6,11.5,16.2,0.3,-0.92
1,9147,1,116.0,1,1,3,4,113.6,1,0,22,5,6,3,14.0,5,8,5,12.4,11.1,0.6,2.02
43,9853,1,110.0,37,37,7,7,100.0,1,1,40,2,4,1,16.0,4,5,4,15.5,13.9,-0.3,0.79
44,9991,0,130.0,37,37,9,9,130.0,1,0,31,6,12,4,12.25,7,9,7,12.0,9.4,-0.8,-3.12
1,9500,1,147.0,38,38,9,9,142.0,1,0,18,7,7,6,14.65,7,7,6,14.65,7.6,2.6,0.32
1,9773,1,135.0,1,4,5,3,124.9,1,0,20,6,7,6,12.666666666666666,6,6,6,12.833333333333334,10.8,1.4,1.74
17,9773,1,147.0,1,1,4,5,139.7,1,1,18,6,10,5,11.6,6,6,6,12.0,9.4,-0.8,-3.12
16,9773,1,136.0,38,14,0,0,129.7,1,0,21,6,6,6,13.166666666666666,6,6,6,13.0,7.6,2.6,0.32
43,9500,1,136.0,3,3,2,2,100.0,1,0,18,7,8,7,13.6125,8,8,8,14.575,13.9,-0.3,0.79
51,9500,1,129.0,37,38,3,3,137.8,1,0,20,7,7,7,16.13142857142857,8,9,8,15.52222222222222,11.1,0.6,2.02
39,9119,1,133.1,37,37,9,9,101.6,1,1,30,5,11,0,0.0,5,5,0,0.0,12.7,3.7,-1.7
17,9238,1,133.1,38,38,191,193,146.0,1,0,19,6,6,6,12.666666666666666,6,7,6,13.0,8.9,1.4,3.51
17,9254,1,130.0,37,37,5,7,123.4,1,1,30,6,17,2,10.0,6,15,3,11.333333333333334,7.6,2.6,0.32
18,9238,1,126.0,19,37,5,7,129.9,1,1,20,7,9,6,12.0,6,6,6,11.166666666666666,10.8,1.4,1.74
1,9238,1,138.0,19,38,5,8,133.5,1,0,19,6,6,6,15.0,6,6,6,13.333333333333334,8.9,1.4,3.51
43,9853,1,133.1,19,22,90,90,100.0,1,0,33,6,6,6,12.166666666666666,6,9,3,11.0,7.6,2.6,0.32
1,9556,1,123.0,19,19,4,9,113.8,1,0,18,7,9,7,11.155555555555557,8,10,8,11.425,12.7,3.7,-1.7
17,9500,1,131.0,38,1,5,7,118.4,1,0,20,7,9,6,13.766666666666666,8,9,8,13.744444444444444,16.2,0.3,-0.92
1,9670,1,127.0,1,1,7,7,116.5,1,0,20,6,7,0,0.0,6,6,0,0.0,16.2,0.3,-0.92
39,8014,0,120.0,37,37,9,7,106.8,1,0,49,6,9,5,12.333333333333334,6,12,4,11.5,13.9,-0.3,0.79
43,9773,1,114.0,37,38,9,5,107.4,0,1,26,6,12,3,12.0,6,15,0,0.0,9.4,-0.8,-3.12
39,8014,0,120.0,38,37,9,7,108.0,1,1,37,7,9,6,11.857142857142858,6,7,5,12.0,13.9,-0.3,0.79
39,9003,1,133.1,1,19,4,10,114.0,1,1,29,9,13,6,11.666666666666666,7,10,6,10.857142857142858,15.5,2.8,-4.06
17,9773,1,133.1,3,5,0,2,125.8,0,1,22,4,8,0,0.0,4,8,0,0.0,7.6,2.6,0.32
18,9500,1,123.0,37,37,3,3,118.0,1,0,19,8,8,7,11.82,8,8,7,11.82,10.8,1.4,1.74
17,8014,0,133.0,19,1,5,5,119.7,1,0,19,6,10,4,11.5,6,11,6,11.5,9.4,-0.8,-3.12
43,8014,0,161.0,19,37,4,10,100.0,1,1,44,13,18,13,11.846153846153848,11,11,11,12.0,12.7,3.7,-1.7
17,9070,1,157.0,3,3,3,3,146.2,1,1,18,6,6,6,16.0,6,6,6,13.666666666666666,12.4,0.5,1.79
39,9085,1,120.0,37,37,1,9,137.7,0,1,41,3,3,3,12.333333333333334,2,2,2,11.0,12.4,0.5,1.79
39,9991,0,120.0,37,37,9,9,133.2,1,1,32,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32
17,9670,1,125.0,37,37,9,9,121.5,1,1,21,6,8,4,14.75,6,6,5,11.8,12.7,3.7,-1.7
44,9003,1,130.0,5,3,2,2,130.0,1,1,20,7,13,3,10.666666666666666,6,14,2,11.5,15.5,2.8,-4.06
39,9254,1,133.1,34,34,0,0,120.0,0,1,45,6,12,0,0.0,6,12,0,0.0,9.4,-0.8,-3.12
18,9556,1,127.0,1,38,4,7,121.8,1,0,20,7,14,7,11.4375,8,9,8,11.425,12.7,3.7,-1.7
42,9773,1,120.0,34,34,0,0,122.0,1,0,34,10,11,10,12.2,10,12,9,12.333333333333334,7.6,2.6,0.32
1,9085,1,144.0,1,19,4,10,132.1,1,0,19,5,10,3,12.666666666666666,5,7,3,13.0,12.7,3.7,-1.7
39,8014,0,133.1,37,37,8,10,100.0,1,0,37,6,0,0,0.0,6,0,0,0.0,9.4,-0.8,-3.12
17,9670,1,132.0,1,1,3,3,119.4,1,0,18,6,7,6,13.833333333333334,6,11,6,13.5,8.9,1.4,3.51
39,9085,1,140.0,3,3,4,2,141.7,1,0,27,6,13,3,10.5,6,19,1,12.0,12.4,0.5,1.79
43,9500,1,140.0,1,19,9,7,127.5,1,0,20,7,9,7,12.327777777777778,8,10,8,11.736,15.5,2.8,-4.06
1,9500,1,147.0,3,1,2,3,131.6,1,0,18,7,8,6,13.958333333333334,8,8,8,14.71875,11.1,0.6,2.02
1,9500,1,137.0,1,1,4,5,126.3,1,0,18,8,8,8,13.42375,8,8,8,13.42375,9.4,-0.8,-3.12
44,9085,1,140.0,38,38,9,7,140.0,1,0,20,6,9,6,12.666666666666666,6,12,2,13.0,13.9,-0.3,0.79
43,9070,1,133.0,1,2,9,2,128.8,1,1,19,12,12,12,13.166666666666666,12,12,12,13.0,10.8,1.4,1.74
18,9147,1,143.0,19,38,9,7,132.2,1,0,18,5,8,5,13.75,5,6,5,12.166666666666666,13.9,-0.3,0.79
7,9130,1,140.0,5,4,2,0,140.0,0,0,29,9,16,7,11.555555555555555,7,12,5,13.2,7.6,2.6,0.32
1,9238,1,127.0,2,2,3,4,115.8,1,1,19,6,11,3,12.0,6,12,2,10.0,11.1,0.6,2.02
1,9773,1,127.0,19,37,9,9,116.5,1,0,19,6,7,6,14.285714285714286,6,6,6,13.166666666666666,11.1,0.6,2.02
39,9853,1,133.1,37,37,5,5,116.5,1,0,34,7,11,1,10.0,7,7,1,13.0,16.2,0.3,-0.92
7,9119,1,130.0,1,1,4,4,130.0,1,1,27,6,6,6,13.166666666666666,5,7,5,15.142857142857142,11.1,0.6,2.02
1,9147,1,130.0,38,37,9,9,124.8,1,1,22,5,9,0,0.0,5,5,1,12.0,7.6,2.6,0.32
15,9147,1,133.1,41,1,3,4,100.0,0,1,26,7,7,6,13.0,6,6,2,14.0,11.1,0.6,2.02
44,9238,1,150.0,3,19,4,9,147.0,1,0,19,6,6,6,14.166666666666666,6,6,6,13.5,12.4,0.5,1.79
1,9500,1,138.0,1,1,3,4,132.5,1,0,18,8,8,7,14.115714285714288,8,8,7,14.115714285714288,10.8,1.4,1.74
39,9085,1,110.0,1,1,5,5,160.0,1,0,30,6,7,6,16.428571428571427,6,7,6,16.666666666666668,13.9,-0.3,0.79
1,9147,1,143.0,1,19,3,3,133.9,1,0,18,5,5,5,15.0,5,5,5,15.2,12.7,3.7,-1.7
1,9254,1,136.0,12,1,4,4,122.0,1,0,18,6,8,6,11.333333333333334,6,11,6,10.833333333333334,7.6,2.6,0.32
1,9670,1,126.0,1,3,4,3,122.5,1,0,19,6,6,6,13.333333333333334,6,8,5,12.8,8.9,1.4,3.51
39,9085,1,133.1,19,19,4,9,139.9,1,0,24,6,7,6,12.5,6,11,6,12.833333333333334,8.9,1.4,3.51
53,9238,1,140.0,37,37,9,10,136.9,1,0,21,9,10,9,12.77777777777778,9,9,9,13.22222222222222,8.9,1.4,3.51
1,9254,1,116.0,38,38,5,8,110.8,1,0,18,6,8,6,12.166666666666666,6,6,6,13.5,11.1,0.6,2.02
39,9991,0,150.0,37,37,9,9,120.0,1,0,43,5,11,3,10.666666666666666,5,10,4,12.5,9.4,-0.8,-3.12
1,9500,1,140.0,1,19,7,7,129.9,1,0,18,7,8,7,12.92875,8,8,8,14.0625,15.5,2.8,-4.06
17,9238,1,132.0,37,38,9,5,120.8,1,0,19,6,11,5,11.6,6,10,6,11.714285714285714,15.5,2.8,-4.06
7,9670,1,110.0,27,37,3,3,110.0,1,1,27,12,12,9,12.333333333333334,11,11,6,13.166666666666666,9.4,-0.8,-3.12
17,9147,1,120.0,38,19,9,9,111.3,1,0,21,5,5,5,12.6,5,5,5,13.2,8.9,1.4,3.51
1,9254,1,126.0,1,19,4,4,116.9,1,1,18,6,8,6,13.571428571428571,6,7,5,11.8,8.9,1.4,3.51
39,8014,0,133.1,37,37,9,8,113.0,1,0,32,6,18,2,10.333333333333334,6,7,6,11.5,16.2,0.3,-0.92
7,9119,1,140.8,34,34,0,0,134.0,1,1,24,5,0,0,0.0,5,0,0,0.0,7.6,2.6,0.32
17,9085,1,140.0,37,38,7,9,129.9,1,0,19,5,11,4,13.6,5,9,4,12.2,9.4,-0.8,-3.12
1,9238,1,117.0,19,19,9,9,117.0,1,0,19,6,0,0,0.0,6,0,0,0.0,12.4,0.5,1.79
17,9254,1,108.0,37,37,9,7,108.0,1,0,20,6,10,4,11.6,6,10,4,11.75,12.7,3.7,-1.7
1,9070,1,130.0,38,37,3,6,135.6,1,0,19,6,9,5,12.0,6,10,2,11.333333333333334,8.9,1.4,3.51
39,9991,0,133.1,34,34,0,0,118.4,0,0,39,5,5,0,0.0,5,5,0,0.0,7.6,2.6,0.32
39,9853,1,133.1,38,1,5,3,105.5,1,0,33,6,7,5,13.2,6,7,5,10.6,7.6,2.6,0.32
1,9254,1,122.0,37,37,9,3,124.5,1,0,19,6,12,6,11.666666666666666,6,14,3,12.0,7.6,2.6,0.32
1,9500,1,130.0,38,37,5,10,117.8,1,1,19,8,8,7,15.885714285714286,8,8,7,15.885714285714286,10.8,1.4,1.74
1,9070,1,182.0,19,1,5,7,156.8,1,0,18,6,6,6,12.666666666666666,6,8,6,13.25,10.8,1.4,1.74
43,9556,1,149.0,1,1,4,8,140.2,1,0,20,7,9,7,12.333333333333334,8,8,8,12.625,12.7,3.7,-1.7
1,9119,1,136.0,38,38,9,9,121.7,1,1,18,5,10,0,0.0,5,11,1,12.0,7.6,2.6,0.32
43,9238,1,110.0,14,14,90,90,112.5,1,0,20,10,14,9,12.333333333333334,7,10,7,11.77777777777778,7.6,2.6,0.32
1,9500,1,144.0,37,37,9,3,150.5,1,0,20,7,7,6,13.916666666666666,7,7,6,13.916666666666666,7.6,2.6,0.32
1,9147,1,160.0,38,37,9,5,159.3,1,0,18,5,5,5,14.4,5,5,5,15.4,7.6,2.6,0.32
1,9500,1,142.0,37,37,9,7,132.7,1,0,19,7,8,7,14.7875,8,8,8,15.8625,13.9,-0.3,0.79
15,9853,1,133.1,43,1,153,135,128.2,1,0,23,16,17,16,14.625,10,12,9,14.88888888888889,8.9,1.4,3.51
17,9147,1,130.0,19,1,7,4,117.8,1,1,20,5,8,3,11.0,5,11,3,12.0,10.8,1.4,1.74
1,9500,1,141.0,1,19,3,3,131.9,1,0,18,7,7,7,15.101428571428572,8,8,8,16.09375,11.1,0.6,2.02
1,9500,1,154.0,37,37,9,9,149.5,1,0,30,7,8,7,14.9125,8,9,1,13.5,13.9,-0.3,0.79
1,9238,1,163.0,37,37,5,6,155.0,1,0,21,6,6,6,13.333333333333334,6,8,6,13.166666666666666,9.4,-0.8,-3.12
1,9773,1,136.0,38,38,9,9,132.9,1,1,19,6,10,4,13.25,6,13,5,11.8,7.6,2.6,0.32
43,9147,1,131.0,19,37,5,9,123.7,1,0,18,5,10,1,14.0,5,10,1,14.0,7.6,2.6,0.32
17,9773,1,136.0,19,38,9,9,121.7,1,1,19,6,9,5,12.4,6,6,6,13.166666666666666,12.7,3.7,-1.7
7,9254,1,130.0,1,1,3,6,130.0,1,0,39,13,14,13,13.76923076923077,12,16,12,14.583333333333334,13.9,-0.3,0.79
1,9500,1,140.0,38,38,7,7,133.2,1,0,20,7,10,7,14.175,8,14,6,13.03125,15.5,2.8,-4.06
17,9238,1,152.0,37,37,7,5,132.1,1,0,19,6,10,2,10.5,6,11,1,13.0,9.4,-0.8,-3.12
44,9130,1,130.0,1,3,9,2,130.0,1,0,21,6,13,3,12.333333333333334,6,12,1,13.0,13.9,-0.3,0.79
39,9670,1,133.1,1,19,4,9,140.0,1,1,25,6,8,6,12.285714285714286,6,6,6,13.0,15.5,2.8,-4.06
17,9853,1,150.0,38,19,5,5,142.0,1,0,19,6,8,6,12.333333333333334,6,7,5,12.4,10.8,1.4,1.74
39,8014,0,100.0,1,37,9,1,111.5,1,1,45,8,10,4,11.5,8,13,4,11.0,10.8,1.4,1.74
1,9147,1,116.0,19,19,5,8,127.9,0,0,20,5,12,2,13.0,5,13,2,11.5,9.4,-0.8,-3.12
53,9003,1,130.0,19,1,9,9,130.0,1,1,21,12,20,10,11.8,12,15,9,11.444444444444445,8.9,1.4,3.51
1,9500,1,118.0,4,3,2,3,110.7,1,0,18,7,7,7,11.714285714285714,8,8,8,12.75,12.4,0.5,1.79
17,9853,1,127.0,19,38,3,3,121.1,1,1,19,7,10,6,13.666666666666666,7,9,6,12.5,12.4,0.5,1.79
1,9238,1,157.0,3,38,1,5,136.7,1,0,22,6,11,4,12.5,6,13,3,13.666666666666666,9.4,-0.8,-3.12
7,9500,1,130.0,19,19,4,6,130.0,0,0,42,7,10,5,12.62,7,11,3,14.166666666666666,12.4,0.5,1.79
1,9500,1,143.0,1,1,4,4,129.0,1,1,18,8,8,7,12.365714285714288,8,8,7,12.365714285714288,10.8,1.4,1.74
17,9130,1,157.0,3,2,3,6,150.9,1,0,18,6,8,6,15.0,6,8,5,15.166666666666666,13.9,-0.3,0.79
1,171,1,149.0,1,1,9,3,156.0,1,0,18,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74
17,171,1,172.0,3,1,2,10,155.6,1,1,19,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12
17,9773,1,134.0,1,1,3,3,120.4,1,0,18,6,6,6,12.333333333333334,6,6,6,13.5,16.2,0.3,-0.92
1,9853,1,122.0,3,3,2,2,112.6,1,0,23,6,8,5,13.6,6,8,5,11.6,7.6,2.6,0.32
17,9238,1,103.0,19,37,7,9,104.1,1,0,20,6,6,0,0.0,5,5,0,0.0,8.9,1.4,3.51
39,9003,1,140.0,1,3,4,5,130.0,1,1,25,6,8,0,0.0,6,10,0,0.0,16.2,0.3,-0.92
42,9254,1,120.0,37,37,4,9,120.0,1,0,32,15,21,13,12.692307692307692,15,22,13,12.384615384615383,10.8,1.4,1.74
17,9070,1,133.1,37,38,9,10,178.0,1,1,23,6,8,6,13.333333333333334,6,7,5,12.8,9.4,-0.8,-3.12
1,9670,1,140.0,19,19,5,9,131.3,1,0,18,6,6,6,13.5,6,9,6,13.666666666666666,10.8,1.4,1.74
1,9254,1,145.0,1,38,4,9,131.7,1,0,21,6,8,6,12.166666666666666,6,11,3,11.666666666666666,10.8,1.4,1.74
1,9147,1,130.0,38,38,2,9,124.8,1,0,19,5,14,1,11.0,5,6,0,0.0,13.9,-0.3,0.79
39,9119,1,133.1,37,37,7,7,118.0,0,1,33,5,11,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12
1,9773,1,135.0,38,38,5,8,133.3,1,0,18,6,6,6,14.833333333333334,6,6,6,14.166666666666666,8.9,1.4,3.51
1,9500,1,137.0,19,19,5,4,131.5,1,0,20,8,8,8,13.38125,8,8,8,13.38125,9.4,-0.8,-3.12
42,9500,1,168.0,37,1,9,4,133.4,1,0,23,26,27,26,15.07777777777778,17,17,17,15.023529411764704,15.5,2.8,-4.06
17,9085,1,140.0,19,37,4,7,123.7,1,0,19,5,11,5,11.714285714285714,5,6,5,12.6,9.4,-0.8,-3.12
39,8014,0,130.0,37,37,9,7,138.0,1,0,42,6,8,5,11.2,6,6,6,12.0,8.9,1.4,3.51
1,9773,1,146.0,1,3,4,1,135.2,1,1,18,6,7,6,14.166666666666666,6,6,6,12.833333333333334,9.4,-0.8,-3.12
7,9085,1,140.0,1,19,5,5,140.0,1,0,23,6,7,6,15.571428571428571,6,8,6,16.375,12.4,0.5,1.79
7,9991,0,120.0,37,37,9,7,120.0,1,0,32,5,7,5,11.6,5,8,5,12.333333333333334,12.4,0.5,1.79
1,9670,1,95.0,37,37,5,8,95.0,0,1,21,6,9,4,13.25,6,6,5,11.0,12.7,3.7,-1.7
43,9147,1,140.0,37,37,6,6,122.9,1,0,55,5,10,1,10.0,5,8,2,12.0,16.2,0.3,-0.92
39,9991,0,170.0,37,19,9,3,151.1,1,1,48,5,9,5,12.285714285714286,5,8,5,11.125,16.2,0.3,-0.92
39,9991,0,130.0,38,38,9,3,145.6,1,1,34,5,10,4,11.75,5,10,4,10.833333333333334,13.9,-0.3,0.79
42,9070,1,120.0,3,2,3,1,116.9,1,1,20,7,13,7,12.375,7,8,4,11.25,13.9,-0.3,0.79
17,9147,1,122.0,19,19,5,7,116.4,1,0,18,5,5,5,11.6,5,5,5,11.8,11.1,0.6,2.02
15,33,1,133.1,2,3,2,4,100.0,1,1,20,7,10,7,12.857142857142858,7,7,4,12.75,8.9,1.4,3.51
44,9130,1,120.0,4,4,3,6,120.0,0,0,20,6,13,3,11.666666666666666,6,11,3,12.0,12.4,0.5,1.79
53,9085,1,140.0,1,3,4,2,142.8,0,0,20,12,15,11,13.384615384615383,9,13,7,14.285714285714286,8.9,1.4,3.51
1,9085,1,127.0,38,37,5,7,123.9,1,0,18,5,9,4,13.0,5,8,5,13.142857142857142,10.8,1.4,1.74
43,9238,1,125.0,19,19,4,8,117.0,1,0,21,6,13,3,12.0,6,12,2,11.333333333333334,16.2,0.3,-0.92
1,9085,1,132.0,1,12,4,5,124.3,1,0,20,6,10,6,13.428571428571429,6,11,5,12.666666666666666,13.9,-0.3,0.79
17,8014,0,133.1,19,1,1,1,118.0,1,0,20,6,6,6,11.666666666666666,6,12,5,14.0,10.8,1.4,1.74
39,9556,1,130.0,19,38,9,8,113.3,1,0,24,7,15,5,12.4,8,14,7,12.15,12.4,0.5,1.79
1,9070,1,137.0,19,38,9,9,127.2,1,0,20,6,9,5,13.4,6,9,6,12.375,13.9,-0.3,0.79
1,9853,1,129.0,19,38,2,7,126.9,1,0,19,6,9,5,12.2,6,10,4,11.5,7.6,2.6,0.32
7,9991,0,120.0,37,37,6,7,120.0,0,1,46,5,5,0,0.0,5,5,1,10.0,11.1,0.6,2.02
1,9147,1,130.0,37,37,9,9,117.8,1,0,18,5,8,2,10.0,5,9,3,11.333333333333334,7.6,2.6,0.32
1,9500,1,128.0,1,37,4,3,117.9,1,0,19,7,9,7,12.1375,8,9,8,12.91111111111111,12.4,0.5,1.79
17,9119,1,120.0,1,19,9,8,117.2,1,1,18,5,8,4,13.5,6,10,6,13.625,11.1,0.6,2.02
18,9556,1,133.1,3,19,2,8,106.0,1,1,21,7,8,7,12.375,7,11,5,12.583333333333334,8.9,1.4,3.51
39,9500,1,133.1,19,37,9,4,120.0,1,0,25,8,8,8,13.3675,8,8,8,13.3675,9.4,-0.8,-3.12
1,9070,1,136.0,37,37,9,8,136.7,1,0,20,6,6,4,13.5,6,8,6,13.625,10.8,1.4,1.74
39,9500,1,130.0,19,19,9,8,105.8,1,0,26,7,12,3,13.766666666666666,7,11,3,12.066666666666668,13.9,-0.3,0.79
17,9500,1,135.0,19,19,9,10,133.4,1,0,19,7,7,7,14.125714285714285,8,8,8,14.36875,11.1,0.6,2.02
43,9500,1,150.0,37,37,9,9,130.8,1,0,21,8,8,7,14.428571428571429,8,8,7,14.428571428571429,12.7,3.7,-1.7
17,9773,1,150.0,38,38,7,7,137.8,1,0,18,6,6,6,15.0,6,6,6,15.5,8.9,1.4,3.51
39,8014,0,120.0,1,19,6,8,122.0,1,0,24,6,11,5,11.0,6,9,5,12.6,11.1,0.6,2.02
1,9070,1,122.0,37,37,9,9,124.8,0,1,19,6,0,0,0.0,6,0,0,0.0,10.8,1.4,1.74
17,9556,1,137.0,1,1,7,7,124.4,1,0,20,7,8,7,12.728571428571428,8,8,8,14.625,15.5,2.8,-4.06
18,9085,1,153.0,37,37,9,9,138.0,1,0,21,6,7,6,13.5,6,6,3,15.333333333333334,8.9,1.4,3.51
17,9500,1,143.0,1,19,4,4,129.9,1,0,20,7,7,7,13.914285714285713,8,8,8,14.10625,11.1,0.6,2.02
1,171,1,133.1,19,38,9,8,128.2,1,1,19,12,12,12,13.333333333333334,11,15,10,12.818181818181818,8.9,1.4,3.51
1,9119,1,146.0,37,37,9,9,148.5,1,1,18,5,7,4,10.0,5,8,1,16.0,10.8,1.4,1.74
39,8014,0,133.1,38,37,5,7,144.5,1,0,45,6,13,4,12.5,6,8,3,11.666666666666666,16.2,0.3,-0.92
1,9500,1,133.1,37,37,9,9,99.0,1,1,22,7,9,6,12.833333333333334,8,12,6,12.5,16.2,0.3,-0.92
1,9254,1,140.0,19,38,4,7,133.0,1,1,33,9,11,9,12.8,7,9,7,11.428571428571429,12.7,3.7,-1.7
17,8014,0,123.0,19,37,3,3,113.2,0,0,18,6,9,3,10.666666666666666,6,12,0,0.0,7.6,2.6,0.32
1,9500,1,133.0,38,38,9,9,128.8,1,0,18,7,11,6,11.994444444444444,8,11,7,12.43142857142857,15.5,2.8,-4.06
39,8014,0,133.1,34,34,0,0,100.0,1,0,27,6,11,4,12.25,6,16,3,12.0,7.6,2.6,0.32
17,9500,1,137.0,1,37,9,9,128.4,1,0,19,7,7,7,13.385714285714286,8,8,8,15.925,13.9,-0.3,0.79
7,8014,0,110.0,37,37,9,9,110.0,1,0,39,13,19,12,13.416666666666666,10,10,10,14.5,16.2,0.3,-0.92
1,9130,1,167.0,37,37,90,90,159.3,1,0,19,5,7,5,14.714285714285714,5,5,5,15.8,7.6,2.6,0.32
1,9238,1,160.0,38,37,9,7,155.5,1,0,18,6,7,6,12.833333333333334,6,6,6,12.166666666666666,10.8,1.4,1.74
1,9500,1,132.0,37,37,5,7,127.5,1,0,20,8,8,8,12.48375,8,8,8,12.48375,9.4,-0.8,-3.12
43,9147,1,131.0,3,19,2,9,126.1,1,0,18,5,5,0,0.0,5,9,4,13.25,16.2,0.3,-0.92
17,9991,0,160.0,34,34,0,0,161.8,1,1,33,5,8,2,10.5,5,5,0,0.0,7.6,2.6,0.32
1,9254,1,145.0,3,19,3,8,134.9,1,0,18,6,6,6,15.5,6,6,6,16.0,12.4,0.5,1.79
17,9500,1,140.0,37,37,9,9,132.5,1,0,18,7,7,6,14.316666666666668,7,7,6,14.316666666666668,7.6,2.6,0.32
1,9773,1,135.0,37,37,5,5,126.3,1,0,20,6,6,6,14.666666666666666,6,7,6,14.571428571428571,8.9,1.4,3.51
18,9773,1,114.0,1,1,9,9,111.6,1,0,21,6,6,6,12.5,6,6,6,11.5,11.1,0.6,2.02
17,9853,1,150.0,37,37,5,6,132.5,1,0,22,6,9,4,12.25,6,8,5,11.6,10.8,1.4,1.74
1,9085,1,118.0,1,19,3,3,112.4,1,1,21,5,7,4,11.5,5,15,3,10.6,10.8,1.4,1.74
43,9147,1,127.0,1,5,9,10,124.2,1,1,23,5,6,1,10.0,5,5,0,0.0,15.5,2.8,-4.06
1,9130,1,172.0,19,19,9,9,163.3,1,0,18,6,8,6,14.5,6,11,4,13.0,13.9,-0.3,0.79
1,9500,1,141.0,4,3,2,1,136.3,1,1,18,8,9,8,12.8875,8,9,8,12.8875,9.4,-0.8,-3.12
17,9147,1,118.0,1,38,9,9,118.4,1,1,19,5,10,2,10.5,5,5,4,11.75,12.4,0.5,1.79
17,9773,1,126.0,1,19,5,5,119.0,1,0,18,6,0,0,0.0,6,0,0,0.0,12.4,0.5,1.79
17,9773,1,121.0,1,1,5,5,123.1,1,1,20,6,12,4,14.75,6,7,4,12.25,9.4,-0.8,-3.12
1,8014,0,140.0,34,34,0,0,128.0,1,1,37,6,0,0,0.0,6,0,0,0.0,9.4,-0.8,-3.12
1,171,1,139.0,37,19,9,8,142.2,1,1,20,12,12,12,14.583333333333334,11,14,11,14.333333333333334,8.9,1.4,3.51
